172.0.0.1 255.255.255.0 0
172.0.0.2 255.255.255.0 1
172.0.0.3 255.255.255.0 1
172.0.0.4 255.255.255.0 1
172.0.0.5 255.255.255.0 1
172.0.0.6 255.255.255.0 1
172.0.0.7 255.255.255.0 1
172.0.0.8 255.255.255.0 1
172.0.0.9 255.255.255.0 1
172.0.0.10 255.255.255.0 1
172.0.0.11 255.255.255.0 1
172.0.0.12 255.255.255.0 1
172.0.0.13 255.255.255.0 1
172.0.0.14 255.255.255.0 1
172.0.0.15 255.255.255.0 1
172.0.0.16 255.255.255.0 1
172.0.0.17 255.255.255.0 1
172.0.0.18 255.255.255.0 1
172.0.0.19 255.255.255.0 1
172.0.0.20 255.255.255.0 1
172.0.0.21 255.255.255.0 1
172.0.0.22 255.255.255.0 1
172.0.0.23 255.255.255.0 1
172.0.0.24 255.255.255.0 1
172.0.0.25 255.255.255.0 1
172.0.0.26 255.255.255.0 1
172.0.0.27 255.255.255.0 1
172.0.0.28 255.255.255.0 1
172.0.0.29 255.255.255.0 1
172.0.0.30 255.255.255.0 1
172.0.0.31 255.255.255.0 1
172.0.0.32 255.255.255.0 1
172.0.0.33 255.255.255.0 1
172.0.0.34 255.255.255.0 1
172.0.0.35 255.255.255.0 1
172.0.0.36 255.255.255.0 1
172.0.0.37 255.255.255.0 1
172.0.0.38 255.255.255.0 1
172.0.0.39 255.255.255.0 1
172.0.0.40 255.255.255.0 1
172.0.0.41 255.255.255.0 1
172.0.0.42 255.255.255.0 1
172.0.0.43 255.255.255.0 1
172.0.0.44 255.255.255.0 1
172.0.0.45 255.255.255.0 1
172.0.0.46 255.255.255.0 1
172.0.0.47 255.255.255.0 1
172.0.0.48 255.255.255.0 1
172.0.0.49 255.255.255.0 1
172.0.0.50 255.255.255.0 1
172.0.0.51 255.255.255.0 1
172.0.0.52 255.255.255.0 1
172.0.0.53 255.255.255.0 1
172.0.0.54 255.255.255.0 1
172.0.0.55 255.255.255.0 1
172.0.0.56 255.255.255.0 1
172.0.0.57 255.255.255.0 1
172.0.0.58 255.255.255.0 1
172.0.0.59 255.255.255.0 1
172.0.0.60 255.255.255.0 1
172.0.0.61 255.255.255.0 1
172.0.0.62 255.255.255.0 1
172.0.0.63 255.255.255.0 1
172.0.0.64 255.255.255.0 1
172.0.0.65 255.255.255.0 1
172.0.0.66 255.255.255.0 1
172.0.0.67 255.255.255.0 1
172.0.0.68 255.255.255.0 1
172.0.0.69 255.255.255.0 1
172.0.0.70 255.255.255.0 1
172.0.0.71 255.255.255.0 1
172.0.0.72 255.255.255.0 1
172.0.0.73 255.255.255.0 1
172.0.0.74 255.255.255.0 1
